review_id,user_id,username,review_title,review,sentiment,category,product,rating,verified_purchase,helpful_votes,review_length,purchase_date,review_date,country,language,source,device,review_type,writing_style,emotion,recommendation_score,company_response
REV014314,USR345630,david_sheikh559,Very Disappointed,"Overall, After reading many reviews, I purchased this Airport Lounge. Unfortunately, The airline failed to meet my expectations. Save your money. It wasn't worth the money.",Negative,Airlines,Airport Lounge,1,No,386,26,2022-01-25,2026-07-23,UK,English,Skytrax,Desktop,Long,formal,Anger,2,Please contact our support team.
REV014315,USR184733,william_white743,Average Experience,"Couldn't be happier! I purchased this Video Game during a sale. On top of that, It provides a decent gaming experience. Neither good nor bad. I hope future versions improve.",Neutral,Gaming,Video Game,3,Yes,400,30,2023-01-21,2025-02-09,UK,English,Metacritic,Tablet,Long,enthusiastic,Neutral,6,We value your comments.
REV014316,USR421996,jessica_thomas482,Great Quality,"Honestly disappointed, I wanted to share my experience with this Wireless Earbuds. Without a doubt, This is one of the best Wireless Earbuds I have ever owned. The value for money is outstanding. Absolutely loved it. I'm happy with my purchase.",Positive,Electronics,Wireless Earbuds,5,No,239,41,2023-06-07,2024-02-03,Australia,English,Newegg,Desktop,Long,critical,Joy,9,Your feedback means a lot to us.
REV014318,USR874684,jessica_williams631,Loved It,"Overall, After reading many reviews, I purchased this Antivirus!! For the price, This software has improved my productivity significantly. Absolutely loved it. Overall, I'm very satisfied.",Positive,Software,Antivirus,5,No,97,26,2023-12-28,2026-05-24,Germany,English,Capterra,Tablet,Long,formal,Joy,9,Thank you for choosing us.
REV014319,USR499106,hassan_taylor341,Loved It,This was my first time using this Business Class. The seats were comfortable and the service was excellent. One of the best purchases I've made.,Positive,Airlines,Business Class,5,No,212,25,2025-02-23,2025-11-20,Japan,English,Skytrax,Mobile,Medium,critical,Joy,10,We appreciate your positive review.
REV014320,USR742471,charles_williams346,Poor Experience,I ordered this Mobile Banking online. I expected much better banking services. Waste of money. 👎,Negative,Banking,Mobile Banking,1,Yes,172,16,2025-01-15,2025-05-12,Brazil,English,Google Reviews,Desktop,Medium,critical,Anger,1,Please contact our support team.
REV014321,USR402520,sarah_davis142,Decent Product,"I recently bought this Certification. Overall, it was an average course. It's okay.",Neutral,Education,Certification,2,Yes,73,13,2023-05-22,2025-01-28,Germany,English,Coursera,Mobile,Medium,casual,Neutral,6,Thank you for your feedback.
REV014322,USR411488,liam_williams595,Poor Experience,"I gotta say, I recently bought this Coffee. Unfortunately, The meal was ruined becuase of screen cracked easily. Waste of money. I hope future versions improve. Still, it has a few good points.",Negative,Restaurants,Coffee,1,No,363,33,2024-01-23,2025-03-26,Japan,English,TripAdvisor,Tablet,Long,casual,Anger,1,Please contact our support team.
REV014323,USR639957,mary_brown576,Great Quality,"The boarding was superb. Five stars. However, there are a few minor issues.",Positive,Airlines,Economy Seat,5,No,49,13,2022-10-29,2023-05-10,UK,English,Skytrax,Tablet,Short,formal,Joy,8,Thank you for your wonderful feedback!
REV014324,USR173067,barbara_iqbal418,Acceptable,The overall readability was acceptable but not exceptional. Overall an average experience. 🙂,Neutral,Books,Comic Book,3,No,327,13,2023-07-05,2024-08-31,Brazil,English,Amazon,Mobile,Short,formal,Neutral,7,We appreciate your review.
REV014325,USR342694,mary_harris626,Mixed Feelings,"Not impressed. I wanted to share my experience with this Jacket. In my opinion, It works well for everyday use. It gets the job done. I don't think I'll purchase it again.",Neutral,Clothing,Jacket,3,Yes,273,32,2023-08-29,2025-01-29,France,English,H&M,Mobile,Long,critical,Neutral,7,Thank you for sharing your experience.
REV014327,USR837511,elizabeth_white70,Worth Every Penny,"Absolutely amazing! This was my first time using this Smartphone. Without a doubt, The Smartphone offers great performance and outstanding fingerprint sensor. One of the best purchases I've made. I would definitely recommend it.",Positive,Mobile Phones,Smartphone,4,No,236,34,2022-04-05,2023-06-21,Pakistan,English,Apple Store,Tablet,Long,enthusiastic,Joy,9,Thank you for your wonderful feedback!
REV014330,USR131083,david_wilson888,Loved It,I recently bought this Documentary. Definitely one of the best movies I've watched recently. Worth every penny.,Positive,Movies,Documentary,4,Yes,449,17,2022-06-10,2024-12-02,Australia,English,IMDb,Desktop,Medium,casual,Joy,10,We appreciate your positive review.
REV014331,USR286454,olivia_anderson912,Very Disappointed,I recently bought this Antivirus. The software failed to meet my expectations. I would never buy this again. 😕,Negative,Software,Antivirus,2,No,90,19,2024-08-06,2026-01-05,Australia,English,G2,Tablet,Medium,critical,Anger,1,Thank you for bringing this to our attention.
REV014332,USR482952,ayesha_iqbal592,Mixed Feelings,My friend recommended this Biography. The story was okay but lacked excitement. Overall an average experience.,Neutral,Books,Biography,3,Yes,347,16,2026-03-16,2026-04-05,Germany,English,Amazon,Desktop,Medium,critical,Neutral,5,Thank you for your feedback.
REV014333,USR223491,emma_williams224,Decent Product,"I absolutely loved it! I wanted to share my experience with this Smart Watch. Fortunately, The value for money is reasonable considering the price. Works as expected. It wasn't worth the money. 🤔",Neutral,Electronics,Smart Watch,3,No,492,33,2023-11-14,2023-11-15,USA,English,Best Buy,Mobile,Long,enthusiastic,Neutral,6,We appreciate your review.
REV014334,USR967723,ahmed_jackson53,Wouldn't Recommend,"Seriously, I wanted to share my experience with this Jeans. Additionally, The quality is disappointing for the price. One star. I hope future versions improve. 😞",Negative,Clothing,Jeans,2,No,159,26,2024-02-26,2025-10-15,France,English,H&M,Desktop,Long,casual,Anger,1,Please contact our support team.
REV014335,USR578787,sophia_brown548,One Star,I expected much better. The battery life is bland. Completely dissatisfied.,Negative,Electronics,Wireless Earbuds,1,Yes,48,11,2022-06-20,2025-11-20,UK,English,Newegg,Mobile,Short,casual,Anger,4,We apologize for the inconvenience.
REV014336,USR974039,karen_malik846,Loved It,Excellent hospitality and outstanding WiFi. Worth every penny.,Positive,Hotels,Swimming Pool,5,Yes,151,8,2024-03-03,2025-09-01,Japan,English,Booking.com,Tablet,Short,critical,Joy,9,We're delighted that you enjoyed our product.
REV014337,USR179778,thomas_johnson32,Expected Better,I wanted to share my experience with this Smart Watch. I expected much better. The performance is inconsistent. I would never buy this again.,Negative,Electronics,Smart Watch,1,No,54,24,2026-06-12,2026-07-16,India,English,Newegg,Desktop,Medium,formal,Anger,3,We apologize for the inconvenience.
REV014339,USR617633,richard_williams48,Expected Better,"Overall, I've been using this Flight every day. Fortunately, The flight experienced heats up quickly. I would never buy this again. I don't think I'll purchase it again. 😕",Negative,Airlines,Flight,1,Yes,117,29,2022-06-01,2023-09-01,Canada,English,TripAdvisor,Desktop,Long,formal,Anger,1,Thank you for bringing this to our attention.
REV014340,USR545115,ahmed_davis702,Five Stars,Every chapter kept me engaged and the plot exceeded my expectations. Very satisfied with my purchase.,Positive,Books,Science Book,5,Yes,77,16,2021-08-09,2024-02-12,Canada,English,Goodreads,Desktop,Short,enthusiastic,Joy,10,Thank you for your wonderful feedback!
REV014341,USR143044,william_white100,One Star,I purchased this Wireless Mouse during a sale. I regret purchasing this laptop. Not recommended.,Negative,Laptops,Wireless Mouse,2,Yes,401,15,2022-05-22,2026-02-24,France,English,Lenovo Store,Mobile,Medium,critical,Anger,3,Please contact our support team.
REV014342,USR233114,fatima_williams598,Exceeded Expectations,I recently bought this Savings Account. Highly recommended for anyone looking for a reliable bank. I would definately buy this again.,Positive,Banking,Savings Account,5,No,364,21,2022-10-11,2022-11-22,Pakistan,English,Google Reviews,Mobile,Medium,critical,Joy,9,Your feedback means a lot to us.
REV014343,USR261587,patricia_miller598,Poor Experience,I ordered this Reception Service online. The hotel failed to meet expectations. I regret buying this.,Negative,Hotels,Reception Service,2,Yes,479,16,2026-07-10,2026-07-13,Japan,English,Booking.com,Desktop,Medium,formal,Anger,2,We apologize for the inconvenience.
REV014344,USR597361,james_smith916,Nothing Special,The Ultrabook performs as expected. Average experience.,Neutral,Laptops,Ultrabook,2,No,376,7,2024-05-10,2025-09-15,Japan,English,Lenovo Store,Desktop,Short,critical,Neutral,6,Your opinion helps us improve.
REV014345,USR944030,richard_wilson240,Nothing Special,The facility was acceptable. It's okay.,Neutral,Healthcare,Health Checkup,3,No,263,6,2021-10-09,2025-09-09,UK,English,Healthgrades,Mobile,Short,enthusiastic,Neutral,6,We value your comments.
REV014346,USR600097,michael_jackson413,Low Quality,"Overall, I bought this Loan Service last month. Fortunately, Transactions often take longer than expected. Waste of money. It wasn't worth the money.",Negative,Banking,Loan Service,2,Yes,195,23,2026-01-13,2026-01-28,Japan,English,Google Reviews,Mobile,Long,formal,Anger,4,We apologize for the inconvenience.
REV014347,USR606642,john_garcia727,Met Expectations,This was my first time using this Baggage Service. The overall journey was satisfactory. It gets the job done.,Neutral,Airlines,Baggage Service,2,Yes,450,19,2025-10-04,2026-01-16,France,English,Skytrax,Desktop,Medium,critical,Neutral,6,Your opinion helps us improve.
REV014350,USR611081,ahmed_iqbal998,Expected Better,"I gotta say, I've been using this Phone Charger for two weeks. Fortunately, The phone became unusable because of stopped working after a few days. I regret buying this. I would definitely recommend it. 😤",Negative,Mobile Phones,Phone Charger,1,No,290,35,2022-05-23,2025-11-11,Japan,English,Amazon,Desktop,Long,casual,Anger,2,We appreciate your feedback and will improve.
REV014351,USR704618,robert_jackson773,Low Quality,This laptop is not worth the money. I regret buying this.,Negative,Laptops,Ultrabook,2,No,34,11,2023-08-08,2025-12-05,UK,English,HP Store,Mobile,Short,enthusiastic,Anger,1,Thank you for bringing this to our attention.
REV014353,USR428357,patricia_sheikh61,Average Experience,The Science Book was average. Overall an average experience.,Neutral,Books,Science Book,4,Yes,231,9,2024-06-25,2025-05-01,Canada,English,Goodreads,Mobile,Short,formal,Neutral,6,We value your comments.
REV014354,USR637679,charles_malik932,Fantastic Purchase,"Honestly disappointed, This was my first time using this Tablet!! Additionally, The Tablet has an durable screen brightness. One of the best purchases I've made. It wasn't worth the money.",Positive,Electronics,Tablet,5,No,269,30,2024-03-01,2026-02-24,Canada,English,Best Buy,Tablet,Long,critical,Joy,9,Your feedback means a lot to us.
REV014356,USR520280,ali_miller764,Five Stars,I purchased this Novel during a sale. I highly recommend this book to anyone who enjoys reading. Worth every penny.,Positive,Books,Novel,5,No,142,20,2021-10-27,2023-01-23,Pakistan,English,Amazon,Tablet,Medium,casual,Joy,8,Thank you for your wonderful feedback!
REV014357,USR545653,joseph_ahmed988,Wouldn't Recommend,I wouldn't recommend this movie. Save your money. 😞,Negative,Movies,Documentary,2,Yes,92,9,2024-06-29,2026-05-29,USA,English,Rotten Tomatoes,Tablet,Short,formal,Anger,4,We apologize for the inconvenience.
REV014358,USR418770,hassan_thomas698,Expected Better,"Wow! I decided to try this Novel. Without a doubt, Very disappointed with this book. Very disappointed. Overall, it was disappointing. 😕",Negative,Books,Novel,1,No,38,22,2024-12-24,2025-02-12,Pakistan,English,Goodreads,Mobile,Long,enthusiastic,Anger,3,Please contact our support team.
REV014359,USR946790,jessica_harris161,Excellent Product,"To be honest, I decided to try this Phone Case!! Fortunately, I love using this Phone Case. The storage is fantastic. Excellent choice. Overall, it met my expectations.",Positive,Mobile Phones,Phone Case,5,No,344,28,2026-04-02,2026-07-06,India,English,Apple Store,Tablet,Long,casual,Joy,9,Thank you for choosing us.
REV014360,USR922161,joseph_williams102,Very Impressed,"To be honest, I recently bought this Burger. Unfortunately, The Burger was consistent and the portion size exceeded my expectations. Very satisfied with my purchase. I hope future versions improve.",Positive,Restaurants,Burger,5,No,209,30,2022-05-05,2023-05-10,UK,English,Google Reviews,Tablet,Long,casual,Joy,8,We appreciate your positive review.
REV014361,USR201543,noah_smith738,Average Experience,"From my perspective, My friend recommended this Power Bank. Overall, Overall, the Power Bank is average. Nothing special. It offers good value for the price.",Neutral,Electronics,Power Bank,3,Yes,242,25,2024-03-21,2025-04-04,Germany,English,Amazon,Tablet,Long,formal,Neutral,7,Your opinion helps us improve.
REV014362,USR427984,joseph_taylor179,Average Experience,The design is simple and practical. Neither good nor bad.,Neutral,Clothing,Hoodie,2,Yes,13,10,2024-07-13,2024-08-04,Pakistan,English,Amazon,Tablet,Short,critical,Neutral,5,We value your comments.
REV014363,USR729655,hassan_johnson902,Highly Recommended,"Excellent food, friendly staff, and an outstanding desserts. Highly recommended. 😁",Positive,Restaurants,Sandwich,5,No,270,11,2025-09-06,2026-05-05,France,English,TripAdvisor,Desktop,Short,critical,Joy,10,Thank you for choosing us.
REV014364,USR818888,mary_sheikh117,Poor Experience,The display is poor and affects daily work. Very disappointed.,Negative,Laptops,Business Laptop,2,No,145,10,2025-12-20,2026-07-12,Japan,English,Amazon,Tablet,Short,critical,Anger,2,We appreciate your feedback and will improve.
REV014365,USR310805,liam_white336,Fantastic Purchase,"In my opinion, I ordered this Business Class online. Additionally, Excellent airline with outstanding customer service. I would definitely buy this again. Overall, it was disappointing. ❤️",Positive,Airlines,Business Class,5,No,253,27,2025-03-04,2025-07-23,Japan,English,TripAdvisor,Tablet,Long,formal,Joy,9,We appreciate your positive review.
REV014366,USR354027,linda_wilson297,Wouldn't Recommend,"Not impressed. After reading many reviews, I puchased this Mobile App. For the price, I expected much better from this software. Save your money. I would buy it again. 😡",Negative,Software,Mobile App,2,No,75,30,2025-02-07,2025-02-23,Australia,English,Product Hunt,Mobile,Long,critical,Anger,1,We appreciate your feedback and will improve.
REV014367,USR330166,barbara_harris306,Excellent Product,"To be honest, I ordered this Hospital Visit online. Overall, The doctor was professional and attentive. Five stars. Overall, it was disappointing.",Positive,Healthcare,Hospital Visit,5,Yes,377,22,2025-02-22,2026-07-23,France,English,Healthgrades,Tablet,Long,casual,Joy,9,We appreciate your positive review.
REV014369,USR919456,michael_anderson866,Great Quality,The visual effects and ending were incredible. I would definately buy this again. 😁,Positive,Movies,Documentary,5,Yes,485,14,2025-01-23,2026-07-22,Brazil,English,IMDb,Desktop,Short,casual,Joy,10,We're delighted that you enjoyed our product.
REV014371,USR652754,fatima_williams835,Terrible Purchase,"Sadly, I bought this Burger last month. Fortunately, Everything about the food quality was disappointing. Very disappointed. It offers good value for the price.",Negative,Restaurants,Burger,2,No,386,24,2022-09-22,2026-05-24,France,English,Yelp,Desktop,Long,critical,Anger,1,We apologize for the inconvenience.
REV014373,USR103811,mary_davis609,Poor Experience,I bought this Horror Movie last month. This film was not worth watching. Completely dissatisfied.,Negative,Movies,Horror Movie,1,No,318,15,2024-02-23,2025-11-15,India,English,IMDb,Mobile,Medium,formal,Anger,4,Please contact our support team.
REV014374,USR240536,barbara_anderson51,Wouldn't Recommend,"In my opinion, I've been using this Power Bank for several months. Without a doubt, The Power Bank has food was cold. The build quality is overpriced. Very disappointed. I don't think I'll purchase it again.",Negative,Electronics,Power Bank,2,No,14,36,2022-01-27,2023-01-15,France,English,Newegg,Mobile,Long,formal,Anger,1,We're sorry about your experience.
REV014376,USR589051,fatima_taylor512,Highly Recommended,My friend recommended this Medicine. The hospital was clean and well organized. I would recommend it to everyone.,Positive,Healthcare,Medicine,5,Yes,355,18,2025-12-03,2026-05-14,Pakistan,English,Google Reviews,Mobile,Medium,critical,Joy,10,Thank you for choosing us.
REV014377,USR758545,linda_jones717,Unsatisfied,"After reading many reviews, I purchased this Cooking Oil. The grocery item wasn't worth buying. Save your money. 👎",Negative,Grocery,Cooking Oil,2,No,242,19,2021-08-15,2022-02-09,Japan,English,Walmart,Desktop,Medium,formal,Anger,4,Thank you for bringing this to our attention.
REV014379,USR610089,sarah_anderson975,Fantastic Purchase,"Well, I purchased this Pizza during a sale. Fortunately, The food tasted amazing and the portion size was excellent. Highly recommended. I would buy it again. 🔥",Positive,Restaurants,Pizza,5,Yes,87,27,2022-07-19,2025-12-30,India,English,Google Reviews,Desktop,Long,casual,Joy,9,Your feedback means a lot to us.
REV014380,USR337562,david_malik103,Amazing Experience,"Based on my experience, I bought this Training Program last month. Without a doubt, I learned many valuable skills from this course. Exceeded my expectations. I hope future versions improve.",Positive,Education,Training Program,5,No,254,30,2025-02-27,2026-03-15,France,English,Coursera,Mobile,Long,formal,Joy,10,Your feedback means a lot to us.
REV014382,USR630049,john_davis977,Poor Experience,I wanted to share my experience with this Video Game. The game crashed several times. One star. 😞,Negative,Gaming,Video Game,2,No,167,18,2021-10-06,2025-12-16,Australia,English,Metacritic,Tablet,Medium,enthusiastic,Anger,3,We apologize for the inconvenience.
REV014383,USR377127,james_smith664,Waste of Money,"Honestly, My friend recommended this History Book. Unfortunately, Very disappointed with this book. Worst purchase ever. I don't think I'll purchase it again.",Negative,Books,History Book,1,Yes,271,23,2021-12-22,2024-01-15,Canada,English,Goodreads,Tablet,Long,casual,Anger,1,Please contact our support team.
REV014384,USR369760,charles_wilson50,Not Worth It,The build quality is poor and affects daily work. One star. 😕,Negative,Laptops,Gaming Laptop,1,No,465,12,2022-05-03,2025-02-15,Australia,English,Dell Store,Desktop,Short,formal,Anger,4,Please contact our support team.
REV014385,USR355533,mary_williams327,Amazing Experience,"In my opinion, I bought this Desktop Software last month. On top of that, This is one of the best software products I've used. One of the best puchases I've made. I don't think I'll puchase it again.",Positive,Software,Desktop Software,5,No,55,38,2021-07-30,2026-07-22,France,English,Product Hunt,Desktop,Long,formal,Joy,8,Your feedback means a lot to us.
REV014386,USR370681,fatima_garcia840,Great Quality,"Overall, After reading many reviews, I purchased this Ultrabook. Additionally, I use this laptop every day and the touchpad is outstanding. Highly recommended. I'm happy with my purchase.",Positive,Laptops,Ultrabook,5,Yes,383,28,2023-06-20,2026-04-18,USA,English,Lenovo Store,Mobile,Long,formal,Joy,8,Thank you for your wonderful feedback!
REV014387,USR109399,barbara_ahmed391,Fantastic Purchase,"I absolutely loved it! I ordered this Novel online. However, A fantastic read with excelent plot. Five stars. It offers good value for the price.",Positive,Books,Novel,5,No,314,25,2022-10-30,2024-03-07,India,English,Amazon,Mobile,Long,enthusiastic,Joy,8,We appreciate your positive review.
REV014388,USR620584,ali_garcia969,Unsatisfied,I expected much better service. Waste of money.,Negative,Airlines,Economy Seat,2,Yes,197,8,2025-02-05,2025-04-29,UK,English,Skytrax,Mobile,Short,critical,Anger,4,Thank you for bringing this to our attention.
REV014389,USR328705,jennifer_smith250,Very Impressed,I'm very satisfied with this banking experience. Very satisfied with my purchase.,Positive,Banking,Savings Account,5,Yes,346,12,2022-12-31,2024-08-16,Germany,English,Google Reviews,Tablet,Short,critical,Joy,8,Thank you for your wonderful feedback!
REV014390,USR906009,william_jackson434,It's Okay,"I bought this ATM Service last month. Overall, it's acceptable. Could be better.",Neutral,Banking,ATM Service,3,Yes,435,13,2022-11-30,2026-07-09,France,English,Trustpilot,Tablet,Medium,enthusiastic,Neutral,6,We appreciate your review.
REV014391,USR927515,david_davis460,Excellent Product,"To be honest, I recently bought this Burger. After using it for a while, The food tasted amazing and the portion size was excellent. Five stars. I don't think I'll purchase it again.",Positive,Restaurants,Burger,5,No,498,33,2022-10-08,2023-11-02,Brazil,English,Yelp,Mobile,Long,casual,Joy,10,We appreciate your positive review.
REV014392,USR159434,noah_jackson427,Highly Recommended,"After reading many reviews, I purchased this Jacket. I'm extremely satisfied with this purchase. Excellent choice.",Positive,Clothing,Jacket,4,Yes,196,16,2022-07-15,2025-10-19,UK,English,H&M,Tablet,Medium,casual,Joy,10,Thank you for choosing us.
REV014393,USR308127,richard_johnson278,Low Quality,"Based on my experience, I decided to try this Savings Account. On top of that, The mobile app crashes frequently. One star. I would definitely recommend it.",Negative,Banking,Savings Account,1,Yes,449,27,2025-01-02,2025-05-05,Pakistan,English,Google Reviews,Desktop,Long,formal,Anger,2,Please contact our support team.
REV014394,USR485662,robert_williams621,Fantastic Purchase,"Seriously, This was my first time using this Pasta. Unfortunately, I will definitely come back for the Pasta. Very satisfied with my purchase. Overall, it met my expectations.",Positive,Restaurants,Pasta,5,No,42,28,2021-11-26,2024-03-23,France,English,Yelp,Desktop,Long,casual,Joy,9,Thank you for choosing us.
REV014395,USR140963,barbara_miller754,Met Expectations,The missions is acceptable. Nothing special.,Neutral,Gaming,Video Game,3,No,320,6,2022-03-26,2026-05-22,Canada,English,Steam,Mobile,Short,formal,Neutral,5,We value your comments.
REV014396,USR511086,olivia_harris978,Poor Experience,"Honestly disappointed, My friend recommended this Dental Service. In my opinion, The facility needs significant improvement. Not recommended. Overall, I'm very satisfied. 😕",Negative,Healthcare,Dental Service,2,Yes,482,23,2024-10-22,2025-02-01,Japan,English,Google Reviews,Tablet,Long,critical,Anger,4,We appreciate your feedback and will improve.
REV014397,USR458515,emma_williams966,Decent Product,"Absolutely amazing! I purchased this Comedy Movie during a sale. Overall, Some scenes were enjoyable while others were forgettable. Overall an average experience. I would buy it again.",Neutral,Movies,Comedy Movie,4,Yes,102,28,2026-01-26,2026-05-15,France,English,Rotten Tomatoes,Tablet,Long,enthusiastic,Neutral,5,Thank you for your feedback.
REV014398,USR273589,sophia_smith615,Excellent Product,The controls are smooth and the optimization is outstanding. Excellent choice.,Positive,Gaming,Gaming Console,5,Yes,189,11,2026-04-16,2026-06-14,Australia,English,Steam,Mobile,Short,enthusiastic,Joy,8,Your feedback means a lot to us.
REV014399,USR294598,jennifer_sheikh901,Worth Every Penny,Fantastic laptop with premium build quality and an excellent display!! Absolutely loved it.,Positive,Laptops,Gaming Laptop,5,No,389,13,2023-05-01,2026-01-25,Australia,English,HP Store,Desktop,Short,casual,Joy,8,Thank you for your wonderful feedback!
REV014400,USR137499,ayesha_thomas353,Loved It,The Wireless Charger feels premium and the signal strength exceeded my expectations. I would recommend it to everyone.,Positive,Mobile Phones,Wireless Charger,5,No,451,18,2022-02-05,2022-03-08,Pakistan,English,Apple Store,Tablet,Short,critical,Joy,10,Your feedback means a lot to us.
REV014401,USR579383,sarah_white657,Not Worth It,My friend recomended this Wireless Mouse. The Wireless Mouse failed after only a short period. Very disappointed. 😞,Negative,Laptops,Wireless Mouse,1,No,314,18,2024-06-25,2025-12-09,France,English,HP Store,Mobile,Medium,critical,Anger,2,Thank you for bringing this to our attention.
REV014402,USR460686,emma_brown517,Decent Product,"Based on my experiance, I bought this Medical Service last month. After using it for a while, The emergency response met my expectations. Meets basic expectations. I hope future versions improve. 😐",Neutral,Healthcare,Medical Service,3,Yes,67,32,2024-09-25,2024-12-27,Australia,English,Google Reviews,Mobile,Long,formal,Neutral,6,Thank you for sharing your experience.
REV014403,USR356256,karen_jackson835,Mixed Feelings,Nothing remarkable about the graphics performance. Average experience.,Neutral,Laptops,Business Laptop,2,No,22,8,2022-01-31,2024-03-25,India,English,HP Store,Mobile,Short,casual,Neutral,6,Your opinion helps us improve.
REV014404,USR799181,noah_wilson469,Low Quality,The breathability is low-quality. One star.,Negative,Clothing,Jacket,1,No,423,6,2023-07-04,2023-09-23,Japan,English,H&M,Mobile,Short,casual,Anger,3,Thank you for bringing this to our attention.
REV014405,USR384179,susan_taylor377,Very Disappointed,"I decided to try this Desktop Software. Overall, this software was disappointing. Save your money.",Negative,Software,Desktop Software,1,Yes,281,15,2024-04-30,2026-04-06,Pakistan,English,Product Hunt,Desktop,Medium,enthusiastic,Anger,3,We apologize for the inconvenience.
REV014406,USR272373,hassan_wilson802,Very Disappointed,I've been using this Ultrabook for my business. The storage speed is noisy and below expectations. Avoid this product.,Negative,Laptops,Ultrabook,2,No,330,19,2022-11-15,2022-11-21,India,English,HP Store,Desktop,Medium,critical,Anger,1,Please contact our support team.
REV014407,USR703702,linda_harris322,Nothing Special,"Overall, it was an okay film. It gets the job done. 🤔",Neutral,Movies,Comedy Movie,3,No,295,12,2025-10-17,2026-02-14,Brazil,English,Rotten Tomatoes,Tablet,Short,casual,Neutral,5,Thank you for sharing your experience.
REV014408,USR159676,emma_anderson648,Fantastic Purchase,The Wireless Charger has an professional gaming performance. Highly recomended.,Positive,Mobile Phones,Wireless Charger,5,Yes,500,10,2023-12-29,2026-02-13,Australia,English,Amazon,Desktop,Short,casual,Joy,10,Your feedback means a lot to us.
REV014409,USR496901,william_anderson674,Five Stars,"Based on my experience, I recently bought this Pasta. For the price, Excellent food, friendly staff, and an outstanding cleanliness. I would definately buy this again. I'm happy with my purchase. 😊",Positive,Restaurants,Pasta,4,Yes,81,32,2025-12-27,2026-02-14,Germany,English,TripAdvisor,Desktop,Long,formal,Joy,10,We appreciate your positive review.
REV014410,USR934993,michael_jones308,Acceptable,The check-in process met basic expectations. Acceptable for the price. 😐,Neutral,Hotels,Hotel Room,2,No,481,11,2023-12-16,2025-11-30,France,English,Booking.com,Mobile,Short,critical,Neutral,5,We appreciate your review.
REV014411,USR642716,ali_jackson662,Decent Product,The overall learning experience met my expectations. Nothing special.,Neutral,Education,Online Course,3,Yes,5,9,2023-04-24,2025-06-17,Japan,English,Google Reviews,Mobile,Short,enthusiastic,Neutral,6,We appreciate your review.
REV014412,USR260890,richard_malik362,Amazing Experience,This was my first time using this Web Application. I use this software every day and the automation is outstanding. Very satisfied with my purchase.,Positive,Software,Web Application,5,Yes,28,25,2025-07-20,2025-08-29,USA,English,Product Hunt,Desktop,Medium,casual,Joy,9,Thank you for your wonderful feedback!
REV014413,USR104031,mary_anderson118,Highly Recommended,"Couldn't be happier! I decided to try this ATM Service. In my opinion, Highly recommended for anyone looking for a reliable bank. I would definitely buy this again. I would definitely recommend it.",Positive,Banking,ATM Service,4,No,23,33,2024-10-25,2026-06-14,Canada,English,Trustpilot,Mobile,Long,enthusiastic,Joy,10,We're delighted that you enjoyed our product.
REV014414,USR315725,emma_khan813,Very Impressed,I puchased this Online Course during a sale. I learned many valuable skills from this course. Five stars. 😍,Positive,Education,Online Course,5,No,290,19,2021-08-03,2022-05-12,Pakistan,English,Udemy,Desktop,Medium,casual,Joy,9,We're delighted that you enjoyed our product.
REV014415,USR901907,noah_brown582,It's Okay,"Couldn't be happier! After reading many reviews, I puchased this Medicine. Unfortunately, The facility was acceptable. Meets basic expectations. Overall, it was disappointing.",Neutral,Healthcare,Medicine,2,Yes,334,23,2021-08-18,2025-10-11,Pakistan,English,Google Reviews,Tablet,Long,enthusiastic,Neutral,6,We appreciate your review.
REV014416,USR840234,emma_thomas450,Very Disappointed,This was my first time using this Gaming Headset. Very disappointing gaming experiance. Very disappointed.,Negative,Gaming,Gaming Headset,2,Yes,387,15,2025-03-10,2026-01-24,Germany,English,Steam,Tablet,Medium,casual,Anger,3,Please contact our support team.
REV014417,USR820765,patricia_anderson826,One Star,I bought this Gaming Console last month. The game crashed several times. Save your money. 😞,Negative,Gaming,Gaming Console,1,No,433,16,2024-02-11,2024-04-24,Brazil,English,Metacritic,Tablet,Medium,enthusiastic,Anger,3,We appreciate your feedback and will improve.
REV014418,USR915851,noah_sheikh308,Loved It,My friend recommended this Reception Service. The bed quality was fast and made our stay enjoyable. Excellent choice.,Positive,Hotels,Reception Service,5,No,14,18,2021-10-12,2022-09-21,Canada,English,TripAdvisor,Tablet,Medium,enthusiastic,Joy,9,Your feedback means a lot to us.
REV014419,USR544473,elizabeth_sheikh477,Great Quality,"After careful consideration, I ordered this Medical Service online. On top of that, I highly recomend this healthcare provider. Highly recomended. Overall, it met my expectations. 👍",Positive,Healthcare,Medical Service,5,No,407,27,2026-01-06,2026-05-02,France,English,Healthgrades,Mobile,Long,formal,Joy,8,Thank you for choosing us.
REV014420,USR531602,susan_sheikh841,Mixed Feelings,"I gotta say, My friend recommended this Business Laptop. Additionally, The battery life is average for this price range. Average experience. I would buy it again.",Neutral,Laptops,Business Laptop,4,Yes,275,26,2025-01-23,2025-11-11,Canada,English,Lenovo Store,Mobile,Long,casual,Neutral,7,Thank you for your feedback.
REV014421,USR335664,elizabeth_garcia612,Fair Experience,My friend recommended this Breakfast. The room cleanliness met basic expectations. Meets basic expectations.,Neutral,Hotels,Breakfast,3,Yes,370,14,2026-03-03,2026-05-09,Canada,English,TripAdvisor,Desktop,Medium,critical,Neutral,5,We value your comments.
